store_code,district,address,latitude,longitude,geocode_status,note
417.0,Wong Tai Sin,"Shop No.213 & 214, 2/F., Fung Tak Shopping Centre, Wong Tai Sin, Kln.",22.342,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
227.0,Kowloon City,"Unit MTR-09, Festival Walk, 80 Tat Chee Avenue, Kowloon Tong, Kln.",22.328,114.191,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
112.0,Sha Tin,"Shop No.113, G/F, Hin Keng Shopping Ctr, Hin Keng Estate, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
920.0,Wong Tai Sin,"Shop No. B14, B1/F, Kai Chuen Shopping Centre, Kai Chuen Court (Phase 2), Diamond Hill, Wong Tai Sin, Kowloon",22.342,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
530.0,Wong Tai Sin,"Shop No. N210A, Level 2, Temple Mall North, 136 Lung Cheung Road, Wong Tai Sin, Kln",22.342,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
898.0,Wong Tai Sin,"Shop No.3183A, 3/F., Lok Fu Place, 198 Junction Road, Wong Tai Sin,  Kowloon",22.342,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
325.0,Sha Tin,"Shops 20-22, G/F., Mei Lam Shopping Centre, Mei Lam Estate, Tai Wai, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
327.0,Sha Tin,"Shops 103 & 104, 1/F., Mei Tin Shopping Centre, Mei Tin Estate, Tai Wai, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
116.0,Wong Tai Sin,"Shop 377-378, Plaza Hollywood, Diamond Hill, Kln.",22.342,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
529.0,Sha Tin,"Shop 7, G/F, Sun Chui Shopping Centre, Sun Chui Estate, Tai Wai, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
107.0,Sha Tin,"Shop No.10 G/F Grandeur Garden Shopping Arcade, 55-56 Tai Wai Rd, Tai Wai, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
931.0,Sha Tin,"Shop Units 302-303, 3rd Floor, The Wai, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
324.0,Sha Tin,"Shops 12 & 13, Paid Concourse, MTR Tai Wai Station, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
477.0,North,"Shop 19-21, UG/F, Avon Park, 15 Yat Ming Road, Fanling, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
532.0,North,"Shop 106a, Metropolis Plaza, 8 Lung Wan Street, Sheung Shui, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
536.0,North,"Shop No. R8, 3/F, Choi Yuen Plaza, Choi Yuen Estate, 
Sheung Shui, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
358.0,North,"Shop 9, Ching Ho Shopping Centre, Ching Ho Estate, Sheung Shui, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
105.0,North,"Shop A56-A59, G/F, Flora Plaza, 88 Pak Wo Road, Fanling, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
328.0,North,"Shops. LMC 119 & 120, MTR Lok Ma Chau Station, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
376.0,North,"Shop Low 108, MTR Lo Wu Station, Lo Wu, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
834.0,North,"Shop No. LOW K13, MTR Lo Wu Station, Lo Wu, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
492.0,North,"Shop Nos.2077D-H,2/F,Sheung Shui Centre, No.3 Chi Cheong Road,Sheung Shui, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
166.0,North,"Shop A & B, G/F, Lung Ha Building, Nos. 122-130 San Fung Avenue, Shek Wu Hui, Sheung Shui, New Territories",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
381.0,North,"G/F., No.96 San Hong Street, Sheung Shui, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
819.0,North,"Shop 419-423, Level 4, Landmark North, 39 Lung Sum Avenue, Shek Wu Hui, Sheung Shui, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
885.0,North,"Shop 3, G/F, Yung Shing Shopping Centre, Yung Shing Court, Fanling, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
900.0,North,"Shop No. LMC 117, MTR Lok Ma Chau Station, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
890.0,Tai Po,"Shop 269-270, 2/F, Zone B, Tai Po Mega Mall, Tai Po, N.T.",22.451,114.164,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
873.0,North,"Shop 5, G/F, Commune Modern, 28 Wo Fung Street, 
Fanling, New Territories
",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
822.0,Tai Po,"Shop Nos. 15-16, G/F, Eightland Gardens, Tai Po, N.T.",22.451,114.164,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
959.0,Tai Po,"Shop No. 15, G/F, Fu Tip Shopping Centre, Fu Tip Estate (Phase 2), Tai Po, N.T.",22.451,114.164,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
115.0,Tai Po,"Shop 28, Fu Heng Shopping Centre, Fu Heng Estate, Tai Po, N.T. ",22.451,114.164,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
872.0,North,"Shop 139-142, G/F, Fanling Centre, 33 San Wan Road, Fanling, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
300.0,North,"Shop No. 111,1/F., Ka Fuk Shopping Centre, Ka Fuk Estate, Fanling, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
299.0,Tai Po,"Shop Nos. 206-209, 1/F., Kwong Fuk Shopping Centre, Kwong Fuk Estate, Tai Po, N.T.",22.451,114.164,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
213.0,North,"Shop 1 & 2, Level 1, Regentville Phase 1, 8 Wo Mun Street, Luen Wo Hui, Fanling, N.T.",22.494,114.138,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
522.0,Tai Po,"Shop Nos. 055 & 056, Level 2 of Zone A of Tai Po Mega Mall, Tai Po, N.T.",22.451,114.164,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
881.0,Tai Po,"Shop A048-A050, Level 1, Uptown Plaza, 9 Nam Wan Road, Tai Po, N.T.",22.451,114.164,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
493.0,Tai Po,"Shop E, G/F, Mee Fat Building, 34-38 & 42-48 Tai Wing Lane, Tai Po, N.T.",22.451,114.164,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
199.0,Tai Po,"Shop 29, Shopping Centre, Wan Tau Tong Estate, Tai Po, N.T.",22.451,114.164,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
816.0,Tai Po,"Shop 201, Level 2, Tai Wo Plaza, Tai Wo Estate, 12 Tai Po Tai Wo Road, Tai Po, N.T.
",22.451,114.164,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
271.0,Tai Po,"Shop 1, G/F., New Annex Block, Tai Yuen Shopping Ctr, Tai Yuen Estate, Tai Po, N.T.",22.451,114.164,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
901.0,Kwai Tsing,"Shop Nos. 313-315, 3/F, Cheung Hang Shopping Centre, Cheung Hang Estate, Tsing Yi, N.T. ",22.356,114.13,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
190.0,Kwai Tsing,"85 Wo Tong Tsui Street, Kwai Hing. N.T.",22.356,114.13,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
494.0,Kwai Tsing,"Kiosk No.KWH 5, MTR Kwai Hing Station, Kwai Hing, N.T.",22.356,114.13,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
918.0,Kwai Tsing,"Shop 131, Level 1, Kwai Shing East Shopping Centre, Kwai Shing East Estate, Kwai Chung, N.T.",22.356,114.13,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
295.0,Kwai Tsing,"Shop No. 104, Kwai Chung Shopping Centre, Kwai Chung Estate Phase III, Sheung Kok Street, Kwai Chung, N.T.",22.356,114.13,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
818.0,Kwai Tsing,"Shop Nos. 417-419, Level 4, Metroplaza, Kwai Fong, N.T.",22.356,114.13,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
830.0,Kwai Tsing,"Shop 8- 10, G/F, Foon Tak Building, 38-44 Shing Fong Street, Kwai Chung, N.T.",22.356,114.13,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
365.0,Kwai Tsing,"Shop 125, Lei Muk Shue Shopping Centre, Tsuen Wan, N.T.",22.356,114.13,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
245.0,Tsuen Wan,"Shop S10, Level 1, Park Island - Pier, Ma Wan, NT",22.371,114.114,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
903.0,Kwai Tsing,"Shop Nos. B322 & B323, 3/F, Shek Lei Shopping Centre (Phase 2), Shek Lei Estate, Kwai Chung, N.T",22.356,114.13,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
277.0,Kwai Tsing,"Shop No. 1, G/F., Tin On House, 96 Shek Yam Road, Kwai Chung, N.T.",22.356,114.13,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
39.0,Kwai Tsing,"Shop No, 217, 2/F, Cheung Fat Plaza, Cheung Fat Estate, Tsing Yi, N.T.",22.356,114.13,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
113.0,Sha Tin,"Shop No.110 & 111, Chung On Shopping Centre, Ma On Shan, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
30.0,Sha Tin,"Shop 221-222,Level 2, Heng On Estate Shopping Centre, Ma On Shan, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
57.0,Sha Tin,"CB4, Shop 1-3, Kwong Yuen Estate, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
899.0,Sha Tin,"Shop G10, Lake Silver, 599 Sai Sha Road, Ma On Shan, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
500.0,Sha Tin,"Shop No. 2A, G/F, 1 On Ping Street, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
240.0,Sha Tin,"Shop 107-109, Pok Hong Shopping Centre, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
883.0,Sha Tin,"Shop P12, P1/F, Shek Mun Shopping Centre, 
Shek Mun Estate (Phase 2), Shatin",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
810.0,Sha Tin,"Shop No. 2108, Level 2, MOSTown, Ma On Shan, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
827.0,Sha Tin,"Shop No. G10, G/F, 16 Po Tai Street, Ma On Shan, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
367.0,Sha Tin,"Shop No. 119-120, Level 1, Yu Chui Shopping Centre, Yu Chui Court, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
542.0,Sha Tin,"Shop No. 204, 2/F, Shui Chuen O Plaza, Shui Chuen O Estate, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
437.0,Sha Tin,"Shop Units G63-65, Plaza Ascot, Fotan, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
847.0,Sha Tin,"Shop A213, Level 2, New Town Plaza Phase III, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
290.0,Sha Tin,"Shop Nos. 12-13, G/F., Greenwood Garden, 7-11 Sha Kok Street, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
210.0,Sha Tin,"Shop 214, 2/F, Lek Yuen Shopping Centre, Lek Yuen Estate, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
484.0,Sha Tin,"Shop Nos.307 and 307A, Level 3, New Town Plaza (Phase I), Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
27.0,Sha Tin,"Shop G30-G32, Fortune City One, City One, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
499.0,Sha Tin,"Shop 235, 2/F, Sha Kok Shopping Centre, Sha Kok Estate, 5 Sha Kok Street, Shatin, NT",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
936.0,Sha Tin,"Shop No. 48, Level 3, Shatin Plaza, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
161.0,Sha Tin,"Shop No.G11, G12, G.F, Sui Wo Shopping Centre, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
98.0,Sha Tin,"Shop 261, 2/F Wo Che Shopping Centre, Wo Che Estate, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
902.0,Sha Tin,"Shop No.G13, G/F, Chun Yeung Shopping Centre, Chun Yeung Estate, Fo Tan, Shatin, N.T.",22.387,114.195,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
915.0,Southern,"Unit No. 122, First Floor, Marina Square West Commercial Block, South Horizons, Ap Lei Chau, H.K. ",22.247,114.158,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
230.0,Central & Western,"Ground Floor, 57 Bonham Road, H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
177.0,Central & Western,"Shop 1, G/F, Leader House, 57-61 Belcher's Street, H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
438.0,Central & Western,"Shop C,G/F,Luen Hong Apartments,No 116-122 & 122A Belcher's Street,H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
16.0,Southern,"Shop 303, Chi Fu Landmark, Pokfulam, H.K.",22.247,114.158,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
247.0,Central & Western,"Shop A, G/F., Lai Yan Lau, 42-56 Queen's Road West, Sheung Wan, H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
388.0,Southern,"Shop Nos. 106-107, 1/F., Port Centre, Aberdeen, H.K.",22.247,114.158,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
933.0,Southern,"Portion of Ground Floor, Harrow Mansion,170-172 Aberdeen Main Road,Aberdeen,H.K.",22.247,114.158,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
155.0,Central & Western,"Shop C, G/F, Good Time Building, 230-236 Queen's Road West, H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
160.0,Central & Western,"Shop 8, G/F, Fairview Height, 1 Seymour Road, H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
90.0,Central & Western,"Shop 6, 1/F, Welland Building, 368 Queen's Road, Central, H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
138.0,Central & Western,"Shop No. 8, G/F., Hang Yue Building, No. 334-350 Des Voeux Road West, H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
289.0,Central & Western,"G/F., Ko Leung Mansion, 572-574 Queen's Road West, Hong Kong",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
207.0,Central & Western,"Shop 237, Level 2, The Westwood, 8 Belcher's Street, Kennedy Town, H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
256.0,Southern,"Shop No. 714-715, Wah Chun House, Wah Fu (1) Estate, H.K.",22.247,114.158,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
141.0,Central & Western,"G/F, Amtel Building, 144-148 Des Voeux Road Central, Sheung Wan, H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
144.0,Island,"G/F, 31 Praya Road, Cheung Chau, H.K.",,,DISTRICT_NOT_FOUND: Island,District center approximation - not exact location
316.0,Wan Chai,"Shops C, E, F, G & J, G/F., Everwin Mansion, 18 Johnston Road, Wanchai, H.K.",22.278,114.171,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
389.0,Wan Chai,"Shop A & B, 269-273 Hennessy Road, Wan Chai, H.K.",22.278,114.171,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
345.0,Wan Chai,"G/F., No 25-27 Sing Woo Road, Happy Valley, H.K.",22.278,114.171,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
267.0,Central & Western,"Shop No.2004 on Podium Level Two, IFC mall, 1 Harbour View Street, Central, H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
892.0,Wan Chai,"G/F, Tower 188, 188-190 Hennessy Road, Wan Chai, Hong Kong",22.278,114.171,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
906.0,Central & Western,"Shop HOK 48, MTR Hong Kong Station, H.K.",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
170.0,Wan Chai,"G08, G/F, Mall Plus, 388 Hennessy Road, Wanchai, HK",22.278,114.171,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
427.0,Central & Western,"Shop No.203, 2/F, Shun Tak Centre, 200 Connaught Road Central, Sheung Wan, Hong Kong",22.286,114.151,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
509.0,Wan Chai,"Shops E & F, G/F, New Spring Garden Mansion, 47-65 Spring Garden Lane, Wan Chai, H.K.",22.278,114.171,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
281.0,Wan Chai,"Shop G14-G18, G/F., Sun Hung Kai Centre, Wan Chai, H.K.",22.278,114.171,SUCCESS_DISTRICT_CENTER,District center approximation - not exact location
